student_id,school,sex,age,address,famsize,Pstatus,Medu,Fedu,internet,studytime,failures,absences,subject,at_risk
410,GP,M,15,U,GT3,A,2,2,yes,3,0,0,portuguese,0
411,GP,F,16,U,GT3,T,4,4,yes,1,0,6,portuguese,0
412,GP,F,16,U,GT3,T,4,4,yes,3,0,10,portuguese,0
413,GP,F,16,U,GT3,T,3,3,no,2,0,2,portuguese,0
414,GP,M,17,U,GT3,T,3,2,yes,1,3,2,portuguese,1
415,GP,M,16,U,LE3,T,4,3,yes,1,0,6,portuguese,0
416,GP,M,15,U,GT3,T,4,3,yes,2,0,0,portuguese,0
417,GP,M,15,U,GT3,T,4,4,yes,1,0,0,portuguese,0
418,GP,M,16,U,LE3,T,4,2,yes,2,0,0,portuguese,0
419,GP,M,16,U,LE3,T,2,2,yes,2,0,2,portuguese,0
420,GP,F,15,R,GT3,T,2,4,yes,3,0,2,portuguese,0
421,GP,F,16,U,GT3,T,2,2,yes,1,0,6,portuguese,0
422,GP,M,15,U,GT3,T,2,2,yes,1,0,8,portuguese,0
423,GP,M,15,U,GT3,T,4,2,yes,1,0,0,portuguese,0
424,GP,M,16,U,LE3,A,3,4,yes,2,0,2,portuguese,0
425,GP,M,16,U,GT3,T,4,4,yes,2,0,4,portuguese,0
426,GP,M,15,U,GT3,T,4,4,yes,2,0,0,portuguese,0
427,GP,M,15,U,GT3,T,4,4,yes,2,0,2,portuguese,0
428,GP,M,15,R,GT3,T,4,3,yes,2,0,0,portuguese,0
429,GP,M,15,U,LE3,T,3,3,yes,2,0,0,portuguese,0
430,GP,M,16,U,GT3,T,3,2,yes,1,0,4,portuguese,0
431,GP,F,15,U,GT3,T,2,3,no,1,0,4,portuguese,0
432,GP,M,15,U,LE3,T,4,3,yes,3,0,0,portuguese,0
433,GP,M,16,R,GT3,A,4,4,yes,3,0,4,portuguese,0
434,GP,F,15,R,GT3,T,3,4,yes,3,0,2,portuguese,0
435,GP,F,15,R,GT3,T,2,2,no,1,0,8,portuguese,0
436,GP,F,16,U,LE3,T,2,2,yes,2,0,16,portuguese,0
437,GP,M,15,U,LE3,T,4,4,yes,1,0,8,portuguese,0
438,GP,M,15,U,GT3,T,4,4,yes,2,0,0,portuguese,0
439,GP,M,15,U,GT3,T,2,2,yes,1,0,0,portuguese,0
440,GP,F,16,U,LE3,T,2,2,yes,2,1,14,portuguese,0
441,GP,F,15,U,LE3,A,4,3,yes,2,0,4,portuguese,0
442,GP,F,16,U,LE3,A,3,3,yes,2,0,6,portuguese,0
443,GP,M,16,U,GT3,T,4,3,yes,4,0,2,portuguese,0
444,GP,M,15,U,GT3,T,4,2,no,2,0,4,portuguese,0
445,GP,F,15,U,GT3,T,4,4,yes,2,0,2,portuguese,0
446,GP,F,16,U,LE3,T,2,2,yes,2,0,0,portuguese,0
447,GP,F,15,U,LE3,T,4,2,yes,2,0,0,portuguese,0
448,GP,M,15,U,LE3,A,4,2,no,1,0,4,portuguese,1
449,GP,F,15,U,GT3,T,4,4,yes,1,0,0,portuguese,0
450,GP,F,15,U,LE3,A,3,3,yes,1,0,0,portuguese,0
451,GP,F,16,U,GT3,A,2,1,yes,2,0,2,portuguese,0
452,GP,F,15,U,GT3,A,4,3,yes,2,0,0,portuguese,0
453,GP,M,15,U,GT3,T,4,4,no,2,0,8,portuguese,0
454,GP,M,15,U,LE3,T,1,2,yes,2,0,0,portuguese,0
455,GP,F,16,U,GT3,T,4,2,yes,2,0,2,portuguese,0
456,GP,F,16,R,GT3,T,4,4,no,2,0,0,portuguese,0
457,GP,F,16,U,GT3,T,1,1,yes,1,0,0,portuguese,0
458,GP,F,16,U,LE3,T,1,2,yes,2,0,0,portuguese,0
459,GP,F,16,U,GT3,T,4,3,yes,3,0,0,portuguese,0
460,GP,F,15,U,LE3,T,4,3,yes,2,0,0,portuguese,0
461,GP,F,16,U,LE3,T,4,3,yes,2,0,2,portuguese,0
462,GP,M,15,U,GT3,A,4,4,yes,4,0,0,portuguese,0
463,GP,F,16,U,GT3,T,3,1,yes,4,0,0,portuguese,0
464,GP,F,15,R,LE3,T,2,2,yes,2,0,0,portuguese,0
465,GP,F,15,R,LE3,T,3,1,yes,4,0,6,portuguese,0
466,GP,M,16,U,GT3,T,3,1,yes,4,0,2,portuguese,0
467,GP,M,15,U,GT3,T,4,2,yes,4,0,0,portuguese,0
468,GP,F,15,R,GT3,T,1,1,yes,2,0,2,portuguese,0
469,GP,M,16,U,GT3,T,3,1,no,1,0,0,portuguese,0
470,GP,F,16,U,GT3,T,3,3,yes,2,0,4,portuguese,0
471,GP,M,15,U,GT3,T,4,3,yes,2,0,0,portuguese,0
472,GP,M,15,U,GT3,T,4,0,yes,4,0,0,portuguese,0
473,GP,F,16,U,GT3,T,2,2,yes,4,0,1,portuguese,0
474,GP,M,17,U,GT3,T,2,1,yes,1,3,0,portuguese,0
475,GP,F,16,U,GT3,T,3,4,yes,2,0,14,portuguese,0
476,GP,M,15,U,GT3,T,2,3,yes,1,0,0,portuguese,0
477,GP,M,15,U,GT3,T,2,3,yes,3,0,2,portuguese,1
478,GP,F,15,U,LE3,T,3,2,yes,2,0,4,portuguese,0
479,GP,M,15,U,LE3,T,2,2,yes,2,0,2,portuguese,0
480,GP,F,15,U,GT3,T,1,1,yes,2,0,2,portuguese,0
481,GP,F,15,U,GT3,T,4,4,yes,2,0,4,portuguese,0
482,GP,F,16,U,LE3,T,2,2,no,2,0,6,portuguese,0
483,GP,F,15,U,GT3,T,4,2,yes,3,0,4,portuguese,0
484,GP,M,16,U,GT3,T,2,2,yes,2,0,6,portuguese,0
485,GP,M,16,U,LE3,A,4,4,no,2,0,6,portuguese,0
486,GP,F,16,U,GT3,T,3,3,yes,3,0,2,portuguese,0
487,GP,F,15,U,GT3,T,4,3,yes,1,0,6,portuguese,0
488,GP,F,16,U,LE3,T,3,1,no,2,0,0,portuguese,0
489,GP,F,16,U,GT3,T,4,2,yes,2,0,2,portuguese,0
490,GP,M,15,U,LE3,T,2,2,yes,4,0,2,portuguese,0
491,GP,F,15,R,GT3,T,1,1,yes,4,0,4,portuguese,0
492,GP,M,16,R,GT3,T,4,3,yes,1,0,6,portuguese,0
493,GP,F,16,U,GT3,T,2,1,no,2,0,0,portuguese,0
494,GP,F,16,U,GT3,T,4,4,yes,1,0,4,portuguese,0
495,GP,F,16,U,GT3,T,4,3,yes,3,0,2,portuguese,0
496,GP,M,16,U,GT3,T,4,4,yes,1,0,12,portuguese,1
497,GP,M,16,U,GT3,T,4,4,yes,3,0,0,portuguese,0
498,GP,M,15,U,GT3,T,4,4,yes,1,0,2,portuguese,0
499,GP,F,15,U,GT3,T,3,2,yes,2,0,16,portuguese,0
500,GP,M,15,U,GT3,A,3,4,yes,2,0,0,portuguese,0
501,GP,F,15,U,GT3,A,3,3,no,4,0,10,portuguese,0
502,GP,F,15,U,GT3,T,2,2,yes,4,0,4,portuguese,0
503,GP,M,16,U,GT3,T,3,3,yes,3,0,4,portuguese,0
504,GP,M,15,R,GT3,T,4,4,yes,4,0,8,portuguese,0
505,GP,F,16,U,LE3,T,4,4,yes,3,0,2,portuguese,0
506,GP,M,15,U,LE3,A,4,4,yes,1,0,4,portuguese,0
507,GP,F,16,R,GT3,T,3,3,yes,3,0,4,portuguese,0
508,GP,F,16,U,GT3,T,2,2,yes,2,1,12,portuguese,0
509,GP,M,15,U,LE3,T,4,2,yes,1,0,10,portuguese,0
510,GP,M,15,R,GT3,T,2,1,yes,2,0,4,portuguese,0
511,GP,M,16,U,GT3,T,4,4,yes,2,0,6,portuguese,0
512,GP,M,15,U,GT3,T,4,4,no,2,0,4,portuguese,0
513,GP,M,16,U,GT3,T,3,3,yes,1,0,6,portuguese,0
514,GP,M,17,R,GT3,T,1,3,yes,2,1,14,portuguese,0
515,GP,M,15,U,GT3,T,3,4,yes,1,0,2,portuguese,0
516,GP,F,15,U,GT3,T,1,2,yes,2,0,0,portuguese,0
517,GP,M,15,U,GT3,T,2,2,yes,4,0,6,portuguese,0
518,GP,F,16,U,LE3,T,2,4,yes,2,0,2,portuguese,0
519,GP,M,16,U,GT3,T,4,4,yes,1,0,4,portuguese,0
520,GP,F,16,U,GT3,T,2,2,yes,2,0,0,portuguese,0
521,GP,M,15,U,GT3,T,3,4,yes,1,0,2,portuguese,1
522,GP,F,15,U,LE3,A,3,4,yes,2,0,0,portuguese,0
523,GP,F,19,U,GT3,T,0,1,no,2,2,0,portuguese,0
524,GP,M,16,R,GT3,T,4,4,yes,1,0,8,portuguese,0
525,GP,M,16,U,GT3,T,2,3,yes,3,0,4,portuguese,0
526,GP,F,15,R,GT3,T,3,4,yes,3,0,0,portuguese,0
527,GP,F,18,U,GT3,T,2,1,yes,2,3,10,portuguese,1
528,GP,F,17,U,LE3,A,2,1,yes,1,0,8,portuguese,0
529,GP,F,15,U,GT3,T,1,1,yes,1,0,6,portuguese,0
530,GP,F,17,U,LE3,T,2,2,yes,1,0,2,portuguese,0
531,GP,F,16,U,GT3,A,3,4,yes,1,0,12,portuguese,0
532,GP,M,16,U,GT3,T,2,1,no,1,0,4,portuguese,0
533,GP,F,16,U,GT3,A,2,2,no,1,1,12,portuguese,0
534,GP,M,15,R,GT3,T,3,4,no,2,0,2,portuguese,0
535,GP,F,15,U,GT3,T,4,4,yes,3,0,4,portuguese,0
536,GP,M,17,R,GT3,T,3,4,no,2,0,2,portuguese,0
537,GP,F,16,R,GT3,T,1,1,no,2,0,0,portuguese,0
538,GP,M,18,U,LE3,T,3,1,yes,1,0,2,portuguese,0
539,GP,F,18,U,GT3,A,3,2,yes,3,0,10,portuguese,0
540,GP,F,16,R,GT3,T,1,1,no,1,0,8,portuguese,0
541,GP,F,16,U,GT3,A,3,3,yes,1,0,4,portuguese,0
542,GP,M,16,U,LE3,T,1,1,no,2,2,0,portuguese,0
543,GP,F,15,U,GT3,T,4,4,yes,1,0,6,portuguese,0
544,GP,F,15,R,GT3,T,1,1,yes,1,1,2,portuguese,1
545,GP,M,15,U,GT3,T,4,3,yes,4,0,6,portuguese,0
546,GP,F,15,U,GT3,A,3,3,no,2,0,24,portuguese,1
547,GP,M,16,U,GT3,T,4,4,yes,3,0,0,portuguese,0
548,GP,M,16,U,LE3,T,2,2,yes,1,0,4,portuguese,0
549,GP,F,15,U,GT3,T,4,4,yes,3,0,2,portuguese,0
550,GP,F,16,U,LE3,T,1,1,yes,1,0,4,portuguese,0
551,GP,M,17,U,GT3,T,2,1,yes,1,0,22,portuguese,1
552,GP,F,15,U,GT3,T,1,1,yes,2,0,0,portuguese,0
553,GP,F,15,U,LE3,A,2,1,yes,1,0,0,portuguese,0
554,GP,F,15,U,GT3,T,3,2,yes,2,1,2,portuguese,0
555,GP,F,15,U,GT3,T,1,2,yes,2,0,6,portuguese,0
556,GP,F,15,U,GT3,T,1,2,no,2,0,6,portuguese,0
557,GP,M,16,U,GT3,T,4,4,yes,1,0,16,portuguese,1
558,GP,M,15,U,LE3,A,2,1,yes,1,0,0,portuguese,0
559,GP,M,18,U,LE3,T,1,1,yes,1,2,0,portuguese,1
560,GP,M,16,U,LE3,T,2,1,no,1,1,6,portuguese,0
561,GP,F,15,R,GT3,T,3,3,yes,3,0,2,portuguese,0
562,GP,M,19,U,GT3,T,3,2,yes,1,0,6,portuguese,0
563,GP,F,17,U,GT3,T,4,4,no,1,0,0,portuguese,0
564,GP,M,15,R,GT3,T,2,3,no,2,0,0,portuguese,1
565,GP,M,17,R,LE3,T,1,2,no,1,3,14,portuguese,0
566,GP,F,18,R,GT3,T,1,1,no,1,3,6,portuguese,0
567,GP,M,16,R,GT3,T,2,2,no,1,0,4,portuguese,0
568,GP,M,16,U,GT3,T,3,3,yes,2,1,0,portuguese,1
569,GP,M,16,U,LE3,T,1,2,yes,1,2,0,portuguese,0
570,GP,M,17,R,LE3,T,2,1,yes,1,1,8,portuguese,1
571,GP,M,17,R,GT3,T,3,2,yes,2,2,4,portuguese,1
572,GP,M,15,U,LE3,T,1,2,no,1,0,2,portuguese,0
573,GP,M,16,U,GT3,T,1,3,yes,1,1,2,portuguese,1
574,GP,M,17,R,LE3,T,1,1,no,2,0,0,portuguese,1
575,GP,M,17,U,GT3,T,3,2,no,1,3,10,portuguese,1
576,GP,M,16,U,GT3,T,2,2,yes,2,0,0,portuguese,0
577,GP,F,16,U,GT3,T,4,2,yes,2,0,0,portuguese,0
578,GP,F,16,U,GT3,T,2,2,yes,2,0,0,portuguese,0
579,GP,F,16,U,GT3,T,4,4,yes,2,0,0,portuguese,0
580,GP,M,16,U,GT3,T,3,4,yes,1,1,4,portuguese,0
581,GP,M,16,U,GT3,T,1,0,yes,2,0,0,portuguese,0
582,GP,M,17,U,LE3,T,4,4,yes,2,0,0,portuguese,0
583,GP,F,16,U,GT3,T,1,3,yes,2,0,0,portuguese,0
584,GP,F,16,U,LE3,T,3,3,yes,2,0,0,portuguese,0
585,GP,M,17,U,LE3,T,4,3,yes,2,0,0,portuguese,0
586,GP,F,16,U,GT3,T,2,2,yes,2,0,0,portuguese,0
587,GP,M,17,U,GT3,T,3,3,yes,2,0,4,portuguese,0
588,GP,M,16,R,GT3,T,4,2,yes,1,0,8,portuguese,0
589,GP,M,17,U,GT3,T,4,3,yes,2,0,4,portuguese,0
590,GP,M,16,U,GT3,T,4,3,yes,2,0,4,portuguese,0
591,GP,M,16,U,GT3,T,3,3,yes,2,0,0,portuguese,0
592,GP,F,17,U,GT3,T,2,4,no,2,0,0,portuguese,0
593,GP,F,17,U,LE3,T,3,3,yes,2,0,32,portuguese,0
594,GP,F,16,U,GT3,T,3,2,yes,2,0,8,portuguese,0
595,GP,M,17,U,GT3,T,3,3,yes,2,0,6,portuguese,0
596,GP,M,16,U,GT3,T,1,2,yes,1,0,0,portuguese,0
597,GP,M,16,U,LE3,T,2,1,yes,2,0,0,portuguese,0
598,GP,F,17,U,GT3,A,3,3,yes,2,0,10,portuguese,0
599,GP,M,17,R,GT3,T,1,2,no,2,0,6,portuguese,0
600,GP,F,16,U,GT3,T,2,3,yes,2,0,6,portuguese,0
601,GP,F,17,U,GT3,T,1,1,yes,2,0,0,portuguese,0
602,GP,M,17,U,GT3,T,1,2,yes,2,0,16,portuguese,0
603,GP,M,16,R,GT3,T,3,3,yes,1,0,0,portuguese,0
604,GP,M,16,U,GT3,T,2,3,yes,1,0,0,portuguese,0
605,GP,F,17,U,LE3,T,2,4,yes,2,0,8,portuguese,0
606,GP,M,17,U,GT3,T,4,4,yes,1,0,4,portuguese,0
607,GP,M,16,R,LE3,T,3,3,yes,1,0,16,portuguese,0
608,GP,F,17,U,GT3,T,4,4,yes,1,1,30,portuguese,0
609,GP,F,16,U,LE3,T,4,4,yes,2,0,0,portuguese,0
610,GP,F,16,U,GT3,T,4,3,yes,2,0,2,portuguese,0
611,GP,F,16,U,GT3,T,2,3,no,2,0,4,portuguese,0
612,GP,F,17,U,GT3,T,1,1,no,2,0,0,portuguese,0
613,GP,F,17,R,GT3,T,2,2,yes,1,0,21,portuguese,0
614,GP,F,16,R,GT3,T,2,2,yes,4,0,6,portuguese,0
615,GP,F,17,U,GT3,T,3,4,yes,3,1,14,portuguese,1
616,GP,F,16,U,GT3,A,3,1,yes,2,0,2,portuguese,0
617,GP,F,16,U,GT3,T,4,3,yes,2,0,4,portuguese,0
618,GP,F,16,U,GT3,T,1,1,no,1,0,2,portuguese,0
619,GP,F,17,R,GT3,T,4,3,yes,3,0,0,portuguese,0
620,GP,F,19,U,GT3,T,3,3,yes,4,0,4,portuguese,0
621,GP,M,17,U,LE3,T,4,4,yes,2,0,15,portuguese,0
622,GP,F,16,U,GT3,A,2,2,yes,2,0,0,portuguese,0
623,GP,M,18,U,GT3,T,2,2,yes,2,0,10,portuguese,0
624,GP,F,17,R,LE3,T,4,4,no,1,0,6,portuguese,0
625,GP,F,17,U,LE3,T,3,2,yes,2,0,2,portuguese,0
626,GP,F,17,U,GT3,T,4,3,yes,2,0,16,portuguese,0
627,GP,M,18,U,LE3,T,3,3,yes,2,0,10,portuguese,0
628,GP,F,17,U,GT3,T,2,3,no,1,0,4,portuguese,0
629,GP,F,17,U,GT3,T,2,2,yes,3,0,0,portuguese,0
630,GP,F,17,R,GT3,T,2,1,yes,2,0,0,portuguese,0
631,GP,F,17,U,GT3,T,1,1,no,3,0,12,portuguese,0
632,GP,F,16,U,GT3,T,2,3,yes,2,0,0,portuguese,0
633,GP,M,18,U,GT3,T,2,2,yes,2,3,9,portuguese,0
634,GP,F,16,U,GT3,T,4,4,yes,3,0,4,portuguese,0
635,GP,F,18,R,GT3,T,3,1,yes,2,0,4,portuguese,1
636,GP,F,17,U,GT3,T,3,2,yes,2,0,2,portuguese,0
637,GP,M,17,U,LE3,T,2,3,yes,2,0,0,portuguese,0
638,GP,M,18,U,LE3,T,2,1,yes,2,0,2,portuguese,0
639,GP,F,17,U,GT3,A,2,1,yes,3,0,0,portuguese,0
640,GP,F,17,U,LE3,T,4,3,yes,2,0,0,portuguese,0
641,GP,M,17,R,GT3,T,2,2,yes,2,0,0,portuguese,0
642,GP,M,17,U,GT3,T,4,4,yes,2,0,0,portuguese,0
643,GP,M,16,U,GT3,T,4,4,yes,2,0,0,portuguese,0
644,GP,M,16,U,LE3,T,1,1,yes,2,0,2,portuguese,1
645,GP,M,16,U,GT3,T,3,2,yes,3,0,0,portuguese,0
646,GP,M,17,U,LE3,T,2,2,yes,2,0,0,portuguese,0
647,GP,F,16,U,GT3,T,2,1,yes,1,0,4,portuguese,0
648,GP,F,16,U,GT3,A,4,1,yes,2,0,0,portuguese,0
649,GP,F,18,U,LE3,A,2,4,yes,2,1,18,portuguese,0
650,GP,F,18,U,LE3,T,2,2,yes,2,1,16,portuguese,0
651,GP,F,18,U,GT3,T,3,3,yes,1,1,14,portuguese,1
652,GP,M,18,U,GT3,T,2,2,yes,1,1,26,portuguese,1
653,GP,M,17,U,GT3,T,4,4,yes,1,0,6,portuguese,1
654,GP,F,17,U,GT3,T,3,2,no,2,0,4,portuguese,0
655,GP,F,17,U,LE3,T,1,1,yes,3,0,10,portuguese,0
656,GP,F,16,U,GT3,T,1,2,yes,1,0,4,portuguese,0
657,GP,F,17,R,GT3,T,2,1,no,2,0,2,portuguese,0
658,GP,F,17,R,LE3,A,1,4,yes,1,1,14,portuguese,1
659,GP,M,18,U,GT3,T,2,2,yes,2,0,16,portuguese,1
660,GP,F,17,U,LE3,A,2,2,yes,1,1,8,portuguese,0
661,GP,F,17,R,LE3,T,1,1,yes,3,0,4,portuguese,0
662,GP,F,17,U,LE3,A,4,2,no,2,0,4,portuguese,0
663,GP,M,17,U,LE3,T,4,3,yes,2,0,8,portuguese,0
664,GP,M,17,R,LE3,A,4,4,yes,2,0,0,portuguese,0
665,GP,M,16,U,LE3,T,4,3,yes,1,0,7,portuguese,0
666,GP,M,16,U,GT3,T,4,4,yes,1,0,4,portuguese,0
667,GP,F,17,U,GT3,T,4,4,yes,2,0,2,portuguese,0
668,GP,M,17,R,GT3,T,1,1,yes,3,0,2,portuguese,0
669,GP,F,17,U,GT3,T,3,3,yes,3,0,10,portuguese,0
670,GP,F,17,U,GT3,T,1,1,no,2,0,10,portuguese,0
671,GP,F,18,U,GT3,T,2,1,yes,3,0,10,portuguese,0
672,GP,M,16,U,GT3,T,2,1,yes,1,0,7,portuguese,0
673,GP,F,17,U,GT3,T,1,1,no,2,0,4,portuguese,0
674,GP,M,17,U,GT3,T,2,3,yes,1,0,2,portuguese,0
675,GP,M,22,U,GT3,T,3,1,yes,1,3,12,portuguese,1
676,GP,M,18,R,LE3,T,3,3,yes,2,0,8,portuguese,0
677,GP,M,16,U,GT3,T,0,2,yes,1,0,0,portuguese,0
678,GP,M,18,U,GT3,T,3,2,yes,1,0,8,portuguese,1
679,GP,M,16,U,GT3,T,3,3,yes,2,1,4,portuguese,0
680,GP,M,18,U,GT3,T,2,1,yes,1,2,4,portuguese,1
681,GP,M,16,R,GT3,T,2,1,no,1,0,2,portuguese,0
682,GP,M,17,R,GT3,T,2,1,yes,1,0,0,portuguese,0
683,GP,M,17,U,LE3,T,1,1,yes,1,1,0,portuguese,0
684,GP,F,18,U,LE3,A,2,1,yes,2,0,2,portuguese,0
685,GP,F,17,U,LE3,T,4,2,yes,4,0,2,portuguese,0
686,GP,F,19,U,GT3,T,2,2,yes,2,0,0,portuguese,0
687,GP,M,18,U,LE3,T,2,1,yes,2,1,4,portuguese,0
688,GP,F,17,R,GT3,T,4,2,yes,3,0,2,portuguese,0
689,GP,F,18,U,LE3,T,1,1,no,3,0,4,portuguese,0
690,GP,F,18,R,GT3,T,2,2,no,2,0,4,portuguese,0
691,GP,M,19,U,LE3,A,4,3,yes,2,0,4,portuguese,0
692,GP,M,18,U,GT3,T,2,1,yes,2,0,2,portuguese,0
693,GP,M,17,R,GT3,T,2,2,no,1,0,0,portuguese,0
694,GP,F,17,U,LE3,T,2,2,yes,4,0,2,portuguese,0
695,GP,F,20,R,GT3,T,2,1,yes,2,0,8,portuguese,0
696,GP,F,18,U,GT3,T,4,3,yes,2,0,2,portuguese,0
697,GP,M,18,U,GT3,T,4,3,yes,2,0,2,portuguese,0
698,GP,M,18,R,GT3,T,3,2,no,3,0,2,portuguese,0
699,GP,F,17,U,GT3,T,3,3,no,3,0,2,portuguese,0
700,GP,F,18,U,GT3,T,2,2,yes,3,0,0,portuguese,0
701,GP,M,17,U,GT3,T,2,2,yes,1,0,8,portuguese,1
702,GP,M,18,R,LE3,A,3,4,yes,2,0,6,portuguese,0
703,GP,M,17,U,GT3,T,3,1,yes,2,0,0,portuguese,0
704,GP,F,18,R,GT3,T,4,4,yes,2,0,8,portuguese,0
705,GP,M,18,U,GT3,T,4,2,yes,2,0,4,portuguese,0
706,GP,F,18,R,GT3,T,2,1,yes,2,0,12,portuguese,0
707,GP,F,19,U,GT3,T,3,3,yes,2,0,16,portuguese,0
708,GP,F,18,U,GT3,T,2,3,yes,4,0,10,portuguese,0
709,GP,F,18,U,LE3,T,1,1,no,2,0,2,portuguese,0
710,GP,M,17,R,GT3,T,1,2,no,2,0,2,portuguese,0
711,GP,F,18,U,GT3,T,2,1,yes,2,0,8,portuguese,0
712,GP,F,17,U,GT3,T,2,4,yes,2,0,6,portuguese,0
713,GP,F,17,U,LE3,T,2,2,yes,2,0,6,portuguese,0
714,GP,F,18,R,GT3,A,3,2,yes,2,0,15,portuguese,0
715,GP,M,18,U,GT3,T,4,4,yes,1,0,6,portuguese,0
716,GP,F,18,U,GT3,T,4,4,yes,2,1,2,portuguese,0
717,GP,F,17,U,GT3,T,2,2,yes,3,0,8,portuguese,0
718,GP,F,19,R,GT3,T,3,2,yes,2,1,0,portuguese,0
719,GP,M,18,U,LE3,T,4,3,yes,1,0,0,portuguese,0
720,GP,M,18,U,GT3,T,1,2,yes,1,0,10,portuguese,0
721,GP,M,17,U,LE3,A,4,1,yes,1,0,22,portuguese,0
722,GP,M,17,U,LE3,A,3,2,yes,1,0,18,portuguese,0
723,GP,F,18,R,LE3,T,1,1,no,4,0,2,portuguese,0
724,GP,F,18,U,GT3,T,1,1,yes,2,0,0,portuguese,0
725,GP,F,17,U,GT3,T,2,2,yes,2,0,12,portuguese,0
726,GP,F,18,U,GT3,T,2,1,yes,2,0,10,portuguese,0
727,GP,M,17,U,GT3,T,1,1,yes,2,0,0,portuguese,0
728,GP,F,18,U,GT3,T,2,2,yes,3,0,0,portuguese,0
729,GP,F,17,U,GT3,T,1,1,yes,3,0,0,portuguese,0
730,GP,M,18,U,GT3,T,2,1,yes,3,0,0,portuguese,0
731,GP,M,18,U,LE3,A,4,4,yes,2,0,0,portuguese,0
732,GP,M,18,U,GT3,T,4,2,yes,2,0,2,portuguese,0
733,GP,F,17,U,GT3,T,4,3,yes,3,0,0,portuguese,0
734,GP,F,17,R,LE3,T,3,1,no,4,0,0,portuguese,0
735,GP,M,18,R,LE3,T,3,2,yes,3,0,0,portuguese,0
736,GP,M,17,U,GT3,T,3,3,yes,1,0,0,portuguese,0
737,GP,F,19,U,GT3,T,4,4,yes,2,0,2,portuguese,0
738,GP,F,18,U,LE3,T,4,3,yes,2,0,0,portuguese,0
739,GP,F,18,U,GT3,T,4,3,yes,4,0,0,portuguese,0
740,GP,M,18,U,LE3,T,4,4,yes,1,0,0,portuguese,0
741,GP,F,18,U,LE3,A,4,4,yes,2,0,0,portuguese,0
742,GP,M,17,U,LE3,T,4,4,yes,1,0,0,portuguese,0
743,GP,F,17,R,GT3,T,4,4,yes,3,0,0,portuguese,1
744,GP,F,17,U,GT3,T,4,2,yes,3,0,0,portuguese,0
745,GP,F,17,U,GT3,T,3,2,yes,4,0,0,portuguese,0
746,GP,M,19,R,LE3,T,2,1,yes,3,1,0,portuguese,0
747,GP,M,20,U,GT3,A,3,2,no,1,2,0,portuguese,0
748,GP,M,19,R,GT3,T,3,3,no,2,0,0,portuguese,0
749,GP,F,18,U,GT3,T,1,4,no,2,0,2,portuguese,0
750,GP,F,18,U,GT3,T,2,1,yes,2,0,2,portuguese,0
751,GP,F,17,U,GT3,T,2,3,yes,2,0,2,portuguese,0
752,GP,F,17,R,GT3,T,4,4,yes,1,0,2,portuguese,0
753,GP,F,18,U,GT3,T,4,3,yes,3,0,2,portuguese,0
754,GP,F,18,U,LE3,T,4,3,yes,1,0,8,portuguese,0
755,GP,F,17,R,GT3,T,3,4,yes,3,0,2,portuguese,0
756,GP,F,18,U,GT3,T,3,3,yes,2,0,8,portuguese,0
757,GP,M,19,U,GT3,T,4,2,yes,2,0,9,portuguese,0
758,GP,F,18,U,GT3,T,4,4,yes,2,0,0,portuguese,0
759,GP,F,18,U,GT3,T,3,4,yes,1,0,4,portuguese,0
760,GP,F,17,U,GT3,T,4,4,yes,1,0,2,portuguese,0
761,GP,F,17,U,GT3,A,4,3,yes,2,0,14,portuguese,0
762,GP,F,17,U,LE3,A,3,3,yes,2,0,0,portuguese,0
763,GP,F,17,U,LE3,T,2,1,yes,2,0,2,portuguese,0
764,GP,M,18,U,LE3,T,4,4,yes,1,0,2,portuguese,0
765,GP,F,19,U,GT3,T,1,1,no,3,0,12,portuguese,0
766,GP,F,19,U,LE3,A,1,1,yes,2,2,2,portuguese,1
767,GP,F,18,U,GT3,T,2,2,yes,1,0,2,portuguese,0
768,GP,F,17,U,GT3,T,2,2,no,2,0,4,portuguese,0
769,GP,F,17,R,LE3,T,2,2,yes,3,0,0,portuguese,0
770,GP,F,17,U,GT3,T,3,1,yes,3,0,0,portuguese,0
771,GP,F,17,U,LE3,T,0,2,yes,3,0,0,portuguese,0
772,GP,F,18,U,GT3,T,1,1,yes,3,0,0,portuguese,0
773,GP,M,18,U,GT3,T,4,4,yes,3,0,0,portuguese,0
774,GP,M,17,U,GT3,T,3,3,yes,1,0,0,portuguese,0
775,GP,M,17,R,GT3,T,2,2,yes,1,0,2,portuguese,0
776,GP,F,17,U,GT3,T,4,4,yes,3,0,0,portuguese,0
777,GP,F,17,U,GT3,T,4,4,yes,3,0,4,portuguese,0
778,GP,F,17,U,GT3,T,3,3,yes,1,0,2,portuguese,0
779,GP,M,18,U,LE3,T,2,2,yes,4,0,0,portuguese,0
780,GP,M,19,R,GT3,T,3,2,no,1,0,0,portuguese,0
781,GP,F,18,U,GT3,T,2,2,no,2,0,2,portuguese,0
782,GP,F,17,R,GT3,T,2,4,yes,3,0,0,portuguese,0
783,GP,M,18,U,GT3,T,2,2,yes,1,0,6,portuguese,0
784,GP,F,18,U,GT3,T,3,3,yes,2,0,8,portuguese,0
785,GP,F,18,U,LE3,T,2,2,yes,2,0,0,portuguese,0
786,GP,F,18,R,GT3,T,2,2,no,4,0,6,portuguese,0
787,GP,F,17,U,GT3,T,3,4,yes,3,0,8,portuguese,0
